Name,PA,BB%,K%,AVG,OBP,SLG,OPS,BABIP,wRC+,WAR/PA
Chris Parmelee,546.569,10.323,15.271,0.282,0.355,0.416,0.771,0.318,111.938,0.000
Chris Rahl,462.460,5.315,21.981,0.259,0.303,0.388,0.692,0.324,87.392,0.000
Chris Swauger,392.000,6.100,17.100,0.296,0.343,0.442,0.785,0.333,109.000,0.000
Chris Valaika,417.000,6.700,17.700,0.301,0.352,0.443,0.795,0.348,114.000,0.000
Chris Walker,566.000,7.100,18.000,0.292,0.351,0.390,0.741,0.361,116.000,0.000
Christian Arroyo,517.000,5.600,13.900,0.274,0.316,0.373,0.689,0.313,89.000,0.000
Christian Bethancourt,388.000,4.100,14.700,0.277,0.305,0.436,0.741,0.294,112.000,0.000
Christian Colon,568.000,8.100,9.000,0.257,0.325,0.342,0.668,0.271,80.000,1.000
Christian Colonel,517.857,7.943,14.186,0.293,0.350,0.459,0.809,0.319,113.714,0.000
Christian Lopes,450.000,7.300,15.800,0.295,0.357,0.401,0.758,0.348,113.000,0.000
Christian Marrero,522.445,13.906,14.514,0.265,0.371,0.409,0.779,0.299,118.381,0.000
Christian Vazquez,399.000,11.800,11.000,0.289,0.376,0.395,0.771,0.316,119.000,1.000
Christian Villanueva,542.000,6.300,21.600,0.261,0.317,0.469,0.787,0.303,126.000,0.000
Christian Walker,411.000,9.200,20.200,0.301,0.367,0.516,0.884,0.337,144.000,0.000
Christin Stewart,555.000,10.100,24.900,0.256,0.335,0.501,0.836,0.294,126.000,0.000
Christopher Kelly,496.000,3.600,19.600,0.231,0.262,0.305,0.567,0.277,52.000,0.000
Christopher Minaker,390.000,6.700,16.700,0.227,0.284,0.286,0.570,0.266,58.000,0.000
Chuck Taylor,545.000,12.100,16.500,0.274,0.369,0.397,0.766,0.321,117.000,0.000
Chun-Hsiu Chen,463.035,10.687,24.068,0.285,0.362,0.439,0.801,0.363,122.418,0.000
Cito Culver,390.000,5.600,23.600,0.199,0.249,0.279,0.528,0.258,51.000,0.000
Clay Timpner,462.000,7.600,13.600,0.290,0.346,0.372,0.717,0.330,99.000,0.000
Clete Thomas,599.000,9.800,18.400,0.280,0.359,0.405,0.764,0.340,111.000,1.000
Clint Coulter,437.000,8.000,21.500,0.234,0.318,0.403,0.721,0.271,110.000,0.000
Clint Frazier,391.000,10.500,22.000,0.276,0.356,0.469,0.825,0.331,129.000,0.000
Clint Robinson,548.000,10.600,15.700,0.335,0.410,0.625,1.035,0.357,181.000,0.000
Cody Bellinger,465.000,12.700,20.200,0.263,0.359,0.484,0.843,0.287,142.000,1.000
Cody Decker,406.000,13.300,24.600,0.263,0.367,0.540,0.907,0.296,150.000,0.000
Cody Ehlers,435.859,12.180,19.025,0.227,0.319,0.369,0.688,0.266,85.574,0.000
Cody Fuller,386.000,8.000,23.100,0.221,0.300,0.288,0.588,0.292,61.000,0.000
Cody Haerther,452.000,8.200,13.100,0.277,0.336,0.437,0.773,0.299,102.000,0.000
Cody Puckett,380.000,7.400,21.100,0.248,0.313,0.466,0.779,0.276,105.000,0.000
Cody Stanley,434.000,8.100,15.700,0.283,0.340,0.429,0.769,0.309,119.000,0.000
Cody Strait,484.000,8.100,19.400,0.267,0.325,0.376,0.701,0.325,92.000,0.000
Colby Rasmus,556.000,12.600,19.400,0.275,0.381,0.551,0.932,0.300,149.000,1.000
Cole Figueroa,488.000,11.300,8.400,0.283,0.375,0.398,0.773,0.302,114.000,0.000
Cole Garner,440.000,5.200,17.700,0.288,0.342,0.492,0.834,0.319,122.000,0.000
Cole Gillespie,550.000,13.600,18.500,0.281,0.386,0.472,0.858,0.331,132.000,0.000
Cole Sturgeon,458.505,6.756,16.009,0.265,0.319,0.375,0.694,0.308,91.508,0.000
Colin Curtis,562.000,9.800,15.300,0.255,0.329,0.368,0.696,0.286,85.000,0.000
Colin Moran,417.000,10.300,18.900,0.306,0.381,0.459,0.840,0.365,136.000,0.000
Colin Walsh,619.000,20.000,21.200,0.302,0.447,0.470,0.918,0.390,163.000,0.000
Collin Cowgill,577.000,9.900,12.700,0.285,0.360,0.464,0.825,0.300,125.000,1.000
Collin DeLome,522.000,7.100,27.000,0.255,0.323,0.465,0.788,0.321,111.000,0.000
Concepcion Rodriguez,436.000,6.700,15.800,0.263,0.312,0.339,0.651,0.308,82.000,0.000
Conner Crumbliss,528.843,16.538,14.192,0.261,0.393,0.403,0.796,0.293,131.180,0.000
Connor Harrell,446.842,5.726,26.128,0.245,0.311,0.362,0.672,0.324,92.154,0.000
Connor Lien,411.000,5.800,38.900,0.187,0.252,0.329,0.581,0.293,67.000,0.000
Conor Gillaspie,540.000,6.900,12.400,0.287,0.335,0.420,0.754,0.314,103.000,0.000
Conrad Gregor,470.155,12.111,17.827,0.226,0.320,0.368,0.688,0.261,95.755,0.000
Corban Joseph,495.636,8.553,14.505,0.277,0.340,0.400,0.740,0.320,109.028,0.000
Corey Brown,386.000,13.500,24.100,0.320,0.415,0.502,0.916,0.419,155.000,0.000
Corey Jones,453.000,5.300,16.100,0.304,0.347,0.424,0.772,0.355,115.000,0.000
Corey Ragsdale,487.000,8.200,37.400,0.204,0.274,0.330,0.603,0.320,71.000,0.000
Corey Smith,546.499,7.897,20.868,0.253,0.319,0.431,0.750,0.289,102.762,0.000
Corey Toups,394.000,9.100,24.400,0.275,0.358,0.450,0.808,0.352,133.000,0.000
Corey Wimberly,427.687,7.016,11.374,0.280,0.348,0.346,0.694,0.315,89.896,0.000
Cory Dunlap,475.000,14.300,16.000,0.226,0.337,0.323,0.660,0.258,86.000,0.000
Cory Harrilchak,487.000,8.600,14.800,0.266,0.338,0.399,0.737,0.302,100.000,0.000
Cory Keylor,477.865,9.363,21.092,0.271,0.344,0.410,0.754,0.331,109.169,0.000
Courtney Hawkins,455.000,6.200,30.100,0.203,0.255,0.349,0.604,0.265,72.000,0.000
Craig Brazell,448.000,4.200,21.000,0.247,0.283,0.463,0.747,0.268,112.000,0.000
Craig Cooper,530.962,11.003,16.437,0.299,0.383,0.432,0.814,0.350,121.910,0.000
Craig Gentry,588.000,8.300,10.900,0.303,0.378,0.418,0.796,0.330,120.000,1.000
Cristhian Adames,415.637,7.600,16.488,0.267,0.328,0.344,0.672,0.320,92.700,0.000
Curt Smith,436.000,8.000,15.100,0.262,0.322,0.397,0.719,0.284,106.000,0.000
Cutter Dykstra,411.000,10.000,20.000,0.274,0.349,0.391,0.740,0.332,107.000,0.000
Cyle Hankerd,490.816,6.321,15.029,0.256,0.319,0.364,0.683,0.290,87.337,0.000
D'Arby Myers,522.000,3.100,13.400,0.285,0.320,0.388,0.707,0.323,99.000,0.000
D.J. Hicks,477.000,10.900,22.900,0.264,0.348,0.371,0.719,0.342,113.000,0.000
D.J. Peterson,393.000,7.900,22.900,0.223,0.290,0.346,0.636,0.279,80.000,0.000
D.J. Stewart,540.000,12.000,16.100,0.278,0.378,0.481,0.859,0.299,137.000,0.000
D.J. Wabick,454.000,4.200,17.200,0.296,0.324,0.401,0.725,0.350,99.000,0.000
Dale Mollenhauer,388.000,8.000,14.200,0.262,0.324,0.327,0.650,0.306,81.000,0.000
Dan Black,551.000,16.500,17.800,0.290,0.411,0.470,0.881,0.334,157.000,0.000
Dan Brewer,504.760,9.747,17.975,0.268,0.345,0.389,0.735,0.320,107.595,0.000
Dan Fiorito,398.000,6.800,17.800,0.232,0.289,0.333,0.622,0.278,73.000,0.000
Dan Gamache,429.000,9.300,21.400,0.249,0.320,0.361,0.681,0.314,90.000,0.000
Daniel Carte,459.000,4.800,24.600,0.273,0.316,0.382,0.698,0.347,83.000,0.000
Daniel Fields,515.000,8.700,25.200,0.284,0.356,0.435,0.791,0.374,120.000,0.000
Daniel Matienzo,509.000,4.900,23.000,0.252,0.295,0.415,0.711,0.297,98.000,0.000
Daniel Mayora,531.619,7.834,14.930,0.283,0.346,0.374,0.719,0.325,98.279,0.000
Daniel Murphy,407.000,9.600,11.300,0.308,0.374,0.496,0.870,0.318,130.000,1.000
Daniel Paolini,476.000,11.800,15.800,0.268,0.360,0.451,0.811,0.298,128.000,0.000
Daniel Robertson,508.000,10.800,10.000,0.283,0.370,0.393,0.762,0.309,108.000,0.000
Daniel Robertson,508.000,10.800,10.000,0.283,0.370,0.393,0.762,0.309,108.000,0.000
Danny Dorn,388.000,10.800,21.600,0.277,0.367,0.539,0.906,0.309,140.000,0.000
Danny Espinosa,435.000,7.600,21.600,0.262,0.334,0.464,0.798,0.301,117.000,1.000
Danny Hayes,538.000,18.200,20.300,0.248,0.388,0.360,0.748,0.313,121.000,0.000
Danny Mars,518.000,6.400,18.300,0.304,0.351,0.403,0.754,0.368,108.000,0.000
Danny Muno,561.000,16.400,17.300,0.249,0.384,0.379,0.762,0.296,120.000,0.000
Danny Ortiz,521.000,5.200,16.900,0.258,0.301,0.405,0.706,0.291,93.000,0.000
Danny Richar,548.000,9.500,14.100,0.292,0.360,0.415,0.774,0.328,125.000,0.000
Danny Santana,588.000,4.100,16.000,0.297,0.333,0.386,0.719,0.353,99.000,0.000
Dansby Swanson,377.000,9.300,18.800,0.261,0.342,0.402,0.745,0.309,117.000,1.000
Dante Bichette,427.000,12.400,19.000,0.243,0.342,0.373,0.715,0.286,103.000,0.000
Darin Holcomb,548.000,9.900,9.100,0.271,0.348,0.411,0.759,0.279,107.000,0.000
Darin Mastroianni,617.000,12.500,15.600,0.301,0.390,0.398,0.788,0.358,122.000,0.000
Darin Ruf,584.000,11.100,17.500,0.317,0.408,0.620,1.028,0.325,180.000,0.000
Darnell Sweeney,586.000,13.100,20.000,0.288,0.387,0.463,0.850,0.350,141.000,0.000
Darrell Ceciliani,446.574,5.722,21.736,0.278,0.326,0.392,0.718,0.346,98.339,0.000
Darren Ford,516.000,7.600,20.500,0.251,0.315,0.365,0.680,0.314,87.000,0.000
Darwin Perez,479.972,11.346,20.977,0.237,0.330,0.325,0.655,0.302,85.383,0.000
Daryl Jones,518.000,10.000,18.300,0.244,0.335,0.361,0.696,0.291,96.000,0.000
Dave Krynzel,402.000,7.500,26.900,0.249,0.313,0.359,0.671,0.335,86.000,0.000
Dave Sappelt,372.000,8.300,12.400,0.361,0.416,0.548,0.964,0.394,163.000,1.000
David Bacani,491.000,10.600,13.600,0.229,0.339,0.323,0.661,0.257,94.000,0.000
David Bote,536.000,9.100,18.800,0.272,0.353,0.438,0.792,0.318,130.000,0.000
David Cook,496.000,12.900,16.900,0.264,0.369,0.513,0.882,0.273,145.000,0.000
David Cooper,545.603,10.189,15.225,0.257,0.333,0.416,0.749,0.282,106.534,0.000
David Maroul,392.000,5.400,28.100,0.230,0.274,0.383,0.657,0.300,72.000,0.000
David Nick,497.000,5.600,17.100,0.249,0.296,0.341,0.637,0.294,77.000,0.000
David Rohm,392.000,5.100,23.700,0.255,0.302,0.335,0.637,0.341,77.000,0.000
David Smith,531.504,8.746,20.953,0.264,0.338,0.477,0.815,0.301,123.969,0.000
David Thompson,529.000,7.600,17.400,0.263,0.325,0.429,0.754,0.291,105.000,0.000
David Vidal,406.370,9.002,19.788,0.259,0.332,0.419,0.751,0.303,113.428,0.000
David Washington,379.000,9.000,31.900,0.274,0.338,0.471,0.808,0.372,123.000,0.000
David Winfree,496.073,6.768,19.424,0.259,0.314,0.438,0.752,0.297,100.036,0.000
Davis Stoneburner,499.000,7.600,18.000,0.269,0.341,0.413,0.755,0.318,103.000,0.000
Dawel Lugo,557.000,5.900,12.900,0.277,0.321,0.424,0.746,0.298,110.000,0.000
Dayan Viciedo,540.000,4.300,16.500,0.280,0.317,0.391,0.708,0.315,95.000,0.000
Dean Anna,510.000,12.900,14.900,0.271,0.377,0.393,0.770,0.303,120.000,0.000
Dean Green,447.000,6.300,17.900,0.311,0.365,0.452,0.817,0.364,128.000,0.000
Dee Gordon,614.000,6.500,14.500,0.277,0.332,0.355,0.687,0.325,90.000,1.000
Deibinson Romero,512.831,9.789,18.411,0.262,0.343,0.427,0.770,0.295,112.133,0.000
Deik Scram,535.073,11.219,23.193,0.253,0.338,0.437,0.776,0.305,110.574,0.000
Delino DeShields,507.000,12.000,22.100,0.236,0.346,0.360,0.706,0.293,108.000,1.000
Delta Cleary Jr.,431.574,8.108,20.457,0.228,0.298,0.290,0.589,0.288,69.101,0.000
Denard Span,597.000,6.700,13.100,0.285,0.340,0.349,0.689,0.330,99.000,1.000
Denis Phipps,411.000,7.800,20.900,0.228,0.295,0.336,0.631,0.285,72.000,0.000
Denny Almonte,500.000,10.400,27.000,0.249,0.331,0.401,0.732,0.330,103.000,0.000
Derek Fisher,448.000,16.500,28.600,0.245,0.373,0.431,0.804,0.329,132.000,0.000
Derek Norris,423.000,18.200,27.700,0.210,0.367,0.446,0.813,0.251,127.000,1.000
Derin McMains,420.000,11.400,8.800,0.223,0.329,0.296,0.625,0.241,84.000,0.000
Derrick Mitchell,531.000,7.500,20.700,0.265,0.326,0.443,0.769,0.303,110.000,0.000
Derrick Robinson,530.094,8.634,16.430,0.270,0.335,0.335,0.669,0.325,85.405,1.000
Derrik Gibson,450.545,9.799,18.073,0.253,0.333,0.317,0.650,0.313,84.780,0.000
Desmond Jennings,442.000,10.900,11.800,0.316,0.395,0.486,0.881,0.346,147.000,1.000
Destin Hood,409.978,6.252,25.050,0.234,0.289,0.335,0.624,0.309,70.756,0.000
Devin Harris,436.083,7.355,26.478,0.248,0.305,0.427,0.733,0.314,105.507,0.000
Devin Lohman,547.000,6.900,15.400,0.236,0.304,0.331,0.635,0.268,87.000,0.000
Devon Travis,441.000,8.400,13.600,0.298,0.358,0.460,0.817,0.327,126.000,1.000
Dexter Fowler,505.000,12.900,17.600,0.335,0.431,0.515,0.946,0.405,153.000,1.000
Diego Goris,402.000,3.000,13.700,0.253,0.278,0.349,0.626,0.282,71.000,0.000
Dillon Thomas,419.000,6.700,23.200,0.289,0.353,0.425,0.778,0.375,117.000,0.000
Diory Hernandez,482.000,6.000,14.100,0.307,0.370,0.418,0.788,0.352,120.000,0.000
Domingo Santana,476.000,9.700,29.200,0.252,0.345,0.498,0.842,0.316,137.000,1.000
Dominic Ficociello,436.288,10.708,22.888,0.273,0.351,0.391,0.742,0.351,107.142,0.000
Dominic Smith,542.000,9.200,13.700,0.302,0.367,0.457,0.824,0.329,130.000,0.000
Donald Dewees Jr.,524.000,8.800,15.500,0.272,0.340,0.407,0.748,0.309,109.000,0.000
Donell Linares,455.659,5.494,9.251,0.260,0.313,0.375,0.689,0.268,86.224,0.000
Donnie Murphy,395.000,4.800,16.500,0.249,0.300,0.437,0.737,0.268,89.000,1.000
Doug Deeds,496.473,11.415,20.925,0.302,0.386,0.491,0.878,0.369,142.000,0.000
Drew Dosch,464.000,6.300,19.800,0.261,0.306,0.412,0.718,0.307,95.000,0.000
Drew Locke,558.000,8.200,15.100,0.338,0.389,0.531,0.920,0.369,147.000,0.000
Drew M. Anderson,512.473,8.810,17.754,0.254,0.321,0.405,0.726,0.297,97.258,0.000
Drew Macias,508.572,12.045,15.390,0.268,0.364,0.398,0.761,0.305,111.334,0.000
Drew Maggi,451.154,10.592,15.615,0.260,0.350,0.310,0.660,0.311,91.077,0.000
Drew Meyer,502.000,10.000,14.700,0.291,0.362,0.395,0.757,0.338,109.000,0.000
Drew Robinson,459.252,13.391,29.493,0.214,0.323,0.417,0.740,0.279,107.645,0.000
Drew Sutton,582.990,11.397,15.816,0.294,0.381,0.458,0.838,0.334,124.469,1.000
Drew T. Anderson,452.000,8.600,17.700,0.291,0.359,0.415,0.775,0.349,125.000,0.000
Drew Ward,480.000,11.500,27.300,0.235,0.325,0.356,0.681,0.311,89.000,0.000
Drew Weeks,523.000,7.800,21.800,0.245,0.313,0.409,0.721,0.287,97.000,0.000
Dustin DeMuth,433.000,9.700,26.600,0.244,0.339,0.379,0.719,0.327,110.000,0.000
Dustin Fowler,574.000,3.800,15.000,0.281,0.311,0.458,0.770,0.313,109.000,0.000
Dustin Geiger,448.000,9.800,23.700,0.223,0.305,0.376,0.681,0.274,92.000,0.000
Dustin Lawley,489.000,7.200,27.400,0.235,0.292,0.438,0.730,0.287,99.000,0.000
Dustin Majewski,533.894,14.721,17.803,0.265,0.377,0.430,0.807,0.310,120.242,0.000
Dustin Martin,573.000,8.600,21.800,0.290,0.355,0.447,0.802,0.363,115.000,0.000
Dustin Peterson,578.000,7.800,17.300,0.282,0.343,0.431,0.774,0.327,124.000,0.000
Dusty Coleman,533.267,9.095,33.820,0.229,0.310,0.384,0.695,0.338,97.335,0.000
Dwaine Bacon,389.000,9.500,20.800,0.215,0.297,0.327,0.624,0.267,65.000,0.000
Dwight Smith Jr.,519.608,8.845,14.935,0.265,0.333,0.405,0.738,0.295,109.522,0.000
Dylan Cozens,586.000,10.400,31.700,0.276,0.350,0.591,0.941,0.348,155.000,0.000
Dylan Moore,482.000,9.300,19.900,0.207,0.291,0.292,0.584,0.248,71.000,0.000
Ed Lucas,424.000,12.500,17.700,0.290,0.388,0.448,0.836,0.338,130.000,1.000
Eddy Alvarez,432.954,11.703,17.278,0.250,0.343,0.350,0.693,0.297,105.151,0.000
Eddy Martinez-Esteve,473.685,10.706,10.436,0.294,0.374,0.407,0.780,0.319,118.114,0.000
Edgar Corcino,447.000,8.500,14.800,0.302,0.361,0.399,0.760,0.344,121.000,0.000
Edgar Duran,450.000,4.900,20.200,0.225,0.277,0.311,0.588,0.276,62.000,0.000
Edinson Rincon,521.000,4.200,15.000,0.291,0.321,0.413,0.733,0.327,103.000,0.000
Eduardo Nunez,528.000,4.200,11.900,0.322,0.349,0.433,0.782,0.352,116.000,1.000
Eduardo Perez,476.000,7.600,19.500,0.271,0.327,0.375,0.702,0.333,91.000,0.000
Edwar Gonzalez,441.510,5.682,18.951,0.262,0.314,0.402,0.716,0.308,92.803,0.000
Edward Salcedo,518.000,8.500,21.400,0.239,0.304,0.372,0.675,0.287,96.000,0.000
Edwin Espinal,410.412,4.500,14.009,0.286,0.323,0.442,0.765,0.308,107.810,0.000
Efren Navarro,495.000,6.300,9.500,0.267,0.316,0.369,0.685,0.285,88.000,1.000
Ehire Adrianza,512.000,8.000,17.600,0.220,0.289,0.310,0.599,0.266,64.000,1.000
Eider Torres,475.000,6.700,11.400,0.273,0.325,0.325,0.650,0.307,87.000,0.000
Eli Iorg,494.000,4.700,22.700,0.268,0.308,0.407,0.715,0.329,85.000,0.000
Elian Herrera,449.000,12.900,22.900,0.278,0.370,0.378,0.749,0.367,107.000,0.000
Elliot Johnson,542.000,7.200,22.500,0.281,0.335,0.455,0.790,0.344,128.000,0.000
Elliot Soto,497.000,13.900,16.500,0.256,0.366,0.292,0.658,0.318,97.000,0.000
Elvis Andrus,535.000,7.100,17.000,0.295,0.350,0.367,0.717,0.351,93.000,1.000
Elvis Escobar,413.000,6.100,16.700,0.277,0.319,0.358,0.676,0.328,84.000,0.000
Emeel Salem,586.000,8.400,11.100,0.262,0.334,0.355,0.689,0.293,92.000,0.000
Emerson Landoni,443.000,5.400,9.700,0.297,0.339,0.380,0.718,0.328,104.000,0.000
Emilio Bonifacio,596.000,6.400,17.600,0.285,0.333,0.352,0.685,0.348,90.000,1.000
Emmanuel Garcia,492.373,7.532,20.297,0.245,0.306,0.320,0.625,0.305,71.703,0.000
Ender Inciarte,516.000,5.200,9.100,0.281,0.327,0.362,0.688,0.303,101.000,1.000
Engel Beltre,555.949,4.904,20.168,0.248,0.297,0.367,0.664,0.303,81.089,0.000
Enrique Cruz,539.000,7.800,21.500,0.267,0.321,0.374,0.695,0.332,91.000,0.000
Enrique Hernandez,483.000,7.000,14.500,0.236,0.297,0.375,0.672,0.253,89.000,1.000
Eric Aguilera,472.671,8.493,26.538,0.247,0.317,0.411,0.728,0.313,105.249,0.000
Eric Campbell,451.817,10.951,15.302,0.262,0.349,0.372,0.722,0.303,103.870,0.000
Eric Duncan,439.532,6.890,21.469,0.270,0.323,0.454,0.777,0.312,105.089,0.000
Eric Eymann,485.000,5.200,13.400,0.299,0.342,0.436,0.778,0.333,106.000,0.000
Eric Haase,381.000,11.500,30.400,0.258,0.349,0.574,0.923,0.313,150.000,0.000
Eric Jagielo,420.000,10.500,30.500,0.205,0.305,0.310,0.615,0.294,83.000,0.000
Eric Patterson,503.000,9.100,17.700,0.263,0.330,0.408,0.738,0.309,112.000,0.000
Eric Rodland,467.000,12.400,11.600,0.300,0.394,0.426,0.820,0.328,122.000,0.000
Eric Sogard,530.000,10.900,8.900,0.293,0.370,0.400,0.771,0.311,112.000,1.000
Eric Stamets,382.000,6.300,16.200,0.235,0.293,0.314,0.607,0.275,75.000,0.000
Eric Thames,573.000,8.700,21.100,0.288,0.370,0.526,0.896,0.327,142.000,1.000
Eric Von Schell,397.000,6.000,25.400,0.228,0.276,0.369,0.645,0.288,80.000,0.000
Eric Wood,464.000,11.200,19.000,0.249,0.339,0.443,0.782,0.278,117.000,0.000
Eric Young Jr.,476.000,12.800,16.200,0.290,0.391,0.392,0.784,0.353,115.000,0.000
Erich Weiss,520.000,9.400,17.300,0.276,0.352,0.408,0.759,0.331,113.000,0.000
Erick Mejia,403.000,9.200,19.400,0.289,0.357,0.413,0.770,0.350,117.000,0.000
Erick Salcedo,460.000,7.600,10.900,0.260,0.320,0.341,0.661,0.283,83.000,0.000
Erik Castro,473.000,11.600,22.200,0.280,0.368,0.480,0.848,0.337,139.000,0.000
Erik Komatsu,522.000,12.300,12.600,0.277,0.367,0.382,0.749,0.308,108.000,0.000
Erik Lis,481.517,7.557,20.323,0.280,0.337,0.462,0.799,0.328,116.401,0.000
Ernesto Mejia,573.000,10.100,27.200,0.297,0.375,0.531,0.906,0.377,141.000,0.000
Erold Andrus,531.000,10.000,17.100,0.255,0.331,0.388,0.719,0.299,93.000,0.000
Eudy Pina,418.000,5.700,21.500,0.249,0.300,0.317,0.617,0.312,79.000,0.000
Eugenio Suarez,496.000,9.300,19.800,0.253,0.332,0.387,0.719,0.307,102.000,1.000
Eugenio Velez,411.000,6.300,16.100,0.298,0.344,0.399,0.743,0.356,103.000,0.000
Evan Bigley,536.000,6.500,20.100,0.253,0.311,0.378,0.689,0.309,90.000,0.000
Evan Frey,543.438,11.010,13.599,0.271,0.357,0.338,0.695,0.318,97.828,0.000
Evan Longoria,447.000,11.400,18.100,0.307,0.403,0.528,0.930,0.340,155.000,1.000
Evan Marzilli,408.000,13.700,23.800,0.231,0.351,0.301,0.653,0.318,98.000,0.000
Ezequiel Carrera,405.000,14.600,15.300,0.337,0.441,0.416,0.857,0.407,149.000,1.000
Felix Molina,453.340,6.969,14.896,0.271,0.324,0.396,0.720,0.305,99.306,0.000
Fernando Cortez,480.000,7.100,11.500,0.244,0.301,0.330,0.631,0.269,75.000,0.000
Fernando Martinez,385.000,7.000,19.000,0.287,0.340,0.432,0.772,0.339,107.000,0.000
Fernando Perez,476.000,16.000,21.800,0.308,0.423,0.481,0.903,0.402,153.000,1.000
Francisco Caraballo,427.000,6.300,25.800,0.256,0.311,0.431,0.741,0.322,95.000,0.000
Francisco Lindor,387.000,10.300,15.800,0.278,0.352,0.389,0.741,0.320,109.000,1.000
Francisco Martinez,461.784,7.236,20.709,0.262,0.318,0.368,0.686,0.325,89.644,0.000
Francisco Mejia,383.000,6.300,13.800,0.297,0.346,0.490,0.835,0.311,127.000,0.000
Frank Diaz,440.327,5.119,14.416,0.257,0.298,0.394,0.692,0.277,88.055,0.000
Frank Schwindel,485.000,3.700,17.700,0.270,0.301,0.446,0.747,0.289,112.000,0.000
Franklin Barreto,507.000,7.100,17.800,0.281,0.340,0.413,0.753,0.330,117.000,0.000
Franmil Reyes,566.000,8.500,23.700,0.258,0.322,0.464,0.785,0.298,115.000,0.000
Freddy Galvis,507.751,5.730,15.564,0.251,0.299,0.352,0.651,0.289,77.774,1.000
Freddy Sandoval,563.000,11.900,13.900,0.305,0.392,0.468,0.860,0.341,132.000,0.000
Gabriel Guerrero,516.967,5.543,20.467,0.249,0.291,0.362,0.654,0.301,83.907,0.000
Gabriel Lopez,520.050,10.583,10.960,0.257,0.341,0.334,0.675,0.286,93.134,0.000
Gabriel Martinez,506.215,9.643,22.194,0.272,0.346,0.428,0.774,0.328,114.220,0.000
Gabriel Noriega,402.000,3.500,17.900,0.256,0.283,0.334,0.617,0.310,77.000,0.000
Gabriel Quintana,476.731,4.198,27.469,0.253,0.290,0.471,0.761,0.307,108.423,0.000
Gaby Sanchez,558.000,12.400,12.500,0.314,0.404,0.513,0.917,0.337,146.000,1.000
Garabez Rosa,480.534,2.808,18.722,0.287,0.309,0.399,0.708,0.339,95.004,0.000
Garrett Guzman,526.000,6.800,9.700,0.312,0.359,0.453,0.812,0.321,120.000,0.000
Gary Brown,610.000,6.600,14.300,0.279,0.347,0.385,0.731,0.318,104.000,0.000
Gary Cates,379.000,4.700,11.600,0.262,0.299,0.318,0.616,0.293,69.000,0.000
Gary Sanchez,477.000,9.000,19.100,0.270,0.338,0.406,0.743,0.314,108.000,1.000
Gavin Cecchini,485.000,8.700,11.300,0.317,0.377,0.442,0.819,0.348,139.000,0.000
Geraldo Valentin,480.000,5.200,9.600,0.288,0.328,0.359,0.688,0.316,85.000,0.000
German Duran,529.000,6.400,14.600,0.300,0.352,0.525,0.877,0.317,132.000,0.000
Gerson Montilla,376.000,7.400,17.300,0.271,0.326,0.378,0.704,0.313,97.000,0.000
Gift Ngoepe,499.000,10.200,27.100,0.238,0.319,0.380,0.699,0.322,95.000,0.000
Giovanny Urshela,466.000,3.000,10.300,0.270,0.292,0.384,0.676,0.286,85.000,0.000
Glynn Davis,408.000,8.300,19.400,0.268,0.333,0.348,0.681,0.337,100.000,0.000
Gorkys Hernandez,525.692,7.112,22.130,0.275,0.332,0.348,0.680,0.358,90.552,0.000
Grant Green,587.000,6.600,20.300,0.291,0.343,0.408,0.750,0.355,101.000,0.000
Grant Kay,472.000,9.300,18.600,0.261,0.337,0.422,0.759,0.312,120.000,0.000
Grant Psomas,509.000,10.400,23.400,0.238,0.330,0.441,0.771,0.282,111.000,0.000
Greg Creek,402.000,10.400,18.400,0.268,0.356,0.416,0.772,0.322,109.000,0.000
Greg Garcia,504.000,15.900,16.500,0.284,0.408,0.420,0.828,0.334,137.000,1.000
Greg Golson,470.000,7.200,27.700,0.282,0.333,0.434,0.767,0.372,105.000,0.000
Greg Halman,506.000,5.700,36.200,0.210,0.278,0.420,0.698,0.282,92.000,0.000
Greg Miclat,496.000,10.900,19.000,0.280,0.371,0.347,0.718,0.355,106.000,0.000
Greg Paiml,402.000,7.000,27.400,0.217,0.283,0.289,0.572,0.302,53.000,0.000
Gregory Porter,476.000,5.500,21.600,0.298,0.342,0.498,0.840,0.346,117.000,0.000
Guilder Rodriguez,376.000,8.200,11.200,0.266,0.335,0.297,0.632,0.303,80.000,0.000
Gunnar Heidt,485.000,9.300,28.500,0.229,0.303,0.370,0.673,0.303,84.000,0.000
Gustavo Molina,382.000,6.500,17.000,0.227,0.286,0.328,0.615,0.260,78.000,0.000
Hainley Statia,426.000,8.000,8.000,0.243,0.308,0.317,0.625,0.263,72.000,0.000
Hak-Ju Lee,534.000,9.600,19.100,0.261,0.336,0.360,0.696,0.324,97.000,0.000
Hank Conger,525.000,10.500,13.000,0.294,0.368,0.423,0.790,0.321,115.000,1.000
Hanser Alberto,384.000,4.200,10.700,0.213,0.253,0.287,0.540,0.227,49.000,0.000
Harold Castro,433.129,3.327,13.387,0.269,0.299,0.340,0.639,0.306,74.977,0.000
Harold Ramirez,457.273,5.947,14.452,0.287,0.338,0.381,0.719,0.329,99.367,0.000
Hector Gimenez,392.000,11.700,18.400,0.305,0.384,0.533,0.916,0.340,144.000,0.000
Hector Gomez,430.786,4.295,19.949,0.217,0.256,0.340,0.597,0.256,60.512,0.000
